"","wave","HHCode","pid","MatchingIssue","DataMissing","SpeciesName","Abundance","Invasive","additional"
"66",2012,"311,01",NA,NA,NA,"Centotheca lappacea",121,0,NA
"67",2012,"311,01",NA,NA,NA,"Asystasia gangetica",214,1,NA
"68",2012,"311,01",NA,NA,NA,"Elaeis guineensis",14,0,NA
"69",2012,"311,01",NA,NA,NA,"Mimmosa pudica",1,0,NA
"70",2012,"311,01",NA,NA,NA,"Axonopus compressus",34,0,NA
"71",2012,"311,01",NA,NA,NA,"Mikania micrantha",3,0,NA
"72",2012,"311,01",NA,NA,NA,"Panicum repens",12,0,NA
"73",2012,"311,01",NA,NA,NA,"Leea indica",6,0,NA
"74",2012,"311,01",NA,NA,NA,"Litsea spec.",1,0,NA
"75",2012,"311,01",NA,NA,NA,"Macaranga gigantea",1,0,NA
"76",2012,"311,01",NA,NA,NA,"Melastoma malabathricum",27,0,NA
"77",2012,"311,01",NA,NA,NA,"Colocasia spec.",1,0,NA
"78",2012,"311,01",NA,NA,NA,"local name: Kuping gajah",1,0,NA
"79",2012,"311,01",NA,NA,NA,"Lygodium circinatum",4,0,NA
"80",2012,"311,07",NA,NA,NA,"Clidemia hirta",74,1,NA
"81",2012,"311,07",NA,NA,NA,"Melastoma malabathricum",5,0,NA
"82",2012,"311,07",NA,NA,NA,"Asystasia gangetica",20,1,NA
"83",2012,"311,07",NA,NA,NA,"Scleria bancana",3,0,NA
"84",2012,"311,07",NA,NA,NA,"Centotheca lappacea",29,0,NA
"85",2012,"311,07",NA,NA,NA,"Elephantopus mollis",98,0,NA
"86",2012,"311,07",NA,NA,NA,"Elaeis guineensis",9,0,NA
"87",2012,"311,07",NA,NA,NA,"Setaria spec.",1,0,NA
"88",2012,"311,07",NA,NA,NA,"Lygodium circinatum",12,0,NA
"89",2012,"311,07",NA,NA,NA,"Synedrella nodiflora",119,0,NA
"90",2012,"311,07",NA,NA,NA,"Scleria levis",6,0,NA
"91",2012,"311,07",NA,NA,NA,"Mikania micrantha",2,0,NA
"92",2012,"311,07",NA,NA,NA,"Paraserianthes falcataria",7,0,NA
"93",2012,"311,07",NA,NA,NA,"Croton glandulosus",2,0,NA
"94",2012,"311,07",NA,NA,NA,"Archidendron bubalinum",3,0,NA
"95",2012,"311,04",NA,NA,NA,"Asystasia gangetica",831,1,NA
"96",2012,"311,04",NA,NA,NA,"Elaeis guineensis",13,0,NA
"97",2012,"311,04",NA,NA,NA,"Centotheca lappacea",46,0,NA
"98",2012,"311,04",NA,NA,NA,"Scleria bancana",7,0,NA
"99",2012,"311,04",NA,NA,NA,"Axonopus compressus",29,0,NA
"100",2012,"311,04",NA,NA,NA,"local name: Rambutan",1,0,NA
"101",2012,"311,04",NA,NA,NA,"Macaranga gigantea",2,0,NA
"102",2012,"311,04",NA,NA,NA,"Lygodium circinatum",21,0,NA
"103",2012,"311,04",NA,NA,NA,"Christella parasitica",6,0,NA
"104",2012,"311,04",NA,NA,NA,"Clidemia hirta",162,1,NA
"105",2012,"311,04",NA,NA,NA,"Cyrtococcum accrescens",15,0,NA
"106",2012,"322,09",NA,NA,NA,"Ageratum conyzoides",64,1,NA
"107",2012,"322,09",NA,NA,NA,"Asystasia gangetica",14,1,NA
"108",2012,"322,09",NA,NA,NA,"Echinochloa crus-galli",20,0,NA
"109",2012,"322,09",NA,NA,NA,"Hyptis brevipes",12,0,NA
"110",2012,"322,09",NA,NA,NA,"Pouzolzia zeylanica",112,0,NA
"111",2012,"322,09",NA,NA,NA,"Peperomia pellucida",19,0,NA
"112",2012,"322,09",NA,NA,NA,"Clidemia hirta",1,1,NA
"113",2012,"322,09",NA,NA,NA,"Unident",1,0,NA
"114",2012,"322,09",NA,NA,NA,"Nephrolepis spec.",26,0,NA
"115",2012,"322,09",NA,NA,NA,"Panicum accrescens",16,0,NA
"116",2012,"322,09",NA,NA,NA,"Mikania micrantha",1,0,NA
"117",2012,"322,09",NA,NA,NA,"Paspalum conjugatum",24,0,NA
"118",2012,"322,04",NA,NA,NA,"Asystasia gangetica",34,1,NA
"119",2012,"322,04",NA,NA,NA,"Imperata cylindrica",8,0,NA
"120",2012,"322,04",NA,NA,NA,"Hevea brasiliensis",1,0,NA
"121",2012,"322,04",NA,NA,NA,"local name: Kerubut",22,0,NA
"122",2012,"322,04",NA,NA,NA,"local name: Labu kayu",1,0,NA
"123",2012,"322,04",NA,NA,NA,"Millettia spec.",12,0,NA
"124",2012,"322,13",NA,NA,NA,"Elaeis guineensis",13,0,NA
"125",2012,"322,13",NA,NA,NA,"Asystasia gangetica",27,1,NA
"126",2012,"322,13",NA,NA,NA,"Melastoma malabathricum",16,0,NA
"127",2012,"322,13",NA,NA,NA,"Cuphea spec.",121,0,NA
"128",2012,"322,13",NA,NA,NA,"Mimmosa pudica",5,0,NA
"129",2012,"322,18",NA,NA,NA,"Asystasia gangetica",19,1,NA
"130",2012,"322,18",NA,NA,NA,"Synedrella nodiflora",16,0,NA
"131",2012,"322,18",NA,NA,NA,"local name: Waru",1,0,NA
"132",2012,"322,18",NA,NA,NA,"Elaeis guineensis",3,0,NA
"133",2012,"322,18",NA,NA,NA,"Borreria latifolia",28,0,NA
"134",2012,"322,18",NA,NA,NA,"local name: Gawal-gawal",4,0,NA
"135",2012,"322,17",NA,NA,NA,"Asystasia gangetica",100,1,NA
"136",2012,"322,17",NA,NA,NA,"Borreria latifolia",19,0,NA
"137",2012,"322,17",NA,NA,NA,"Nephrolepis spec.",12,0,NA
"138",2012,"322,17",NA,NA,NA,"Amomum spec.",2,0,NA
"139",2012,"322,17",NA,NA,NA,"Clidemia hirta",8,1,NA
"140",2012,"322,17",NA,NA,NA,"Oxalis barrelieri",6,0,NA
"141",2012,"322,17",NA,NA,NA,"Centotheca lappacea",14,0,NA
"142",2012,"322,17",NA,NA,NA,"Arachis spec.",2,0,NA
"143",2012,"322,17",NA,NA,NA,"Axonopus compressus",6,0,NA
"144",2012,"322,17",NA,NA,NA,"Synedrella nodiflora",3,0,NA
"145",2012,"322,17",NA,NA,NA,"Elaeis guineensis",1,0,NA
"146",2012,"322,17",NA,NA,NA,"Selaginella spec.",4,0,NA
"147",2012,"322,17",NA,NA,NA,"Ageratum conyzoides",9,1,NA
"148",2012,"322,17",NA,NA,NA,"local name: Saga",1,0,NA
"149",2012,"332,09",NA,NA,NA,"Asystasia spec.",6,0,NA
"150",2012,"332,09",NA,NA,NA,"Ageratum conyzoides",3,1,NA
"151",2012,"332,09",NA,NA,NA,"local name: Putat",5,0,NA
"152",2012,"332,09",NA,NA,NA,"Setaria palmifolia",12,0,NA
"153",2012,"332,09",NA,NA,NA,"Imperata cylindrica",24,0,NA
"154",2012,"332,09",NA,NA,NA,"Panicum repens",5,0,NA
"155",2012,"332,09",NA,NA,NA,"local name: Leban",3,0,NA
"156",2012,"332,09",NA,NA,NA,"Nephrolepis exaltata",8,0,NA
"157",2012,"332,01",NA,NA,NA,"Melastoma malabathricum",9,0,NA
"158",2012,"332,01",NA,NA,NA,"Clidemia hirta",173,1,NA
"159",2012,"332,01",NA,NA,NA,"Ageratum conyzoides",7,1,NA
"160",2012,"332,01",NA,NA,NA,"Crassocephalum crepidioides",124,0,NA
"161",2012,"332,01",NA,NA,NA,"local name: Liba",159,0,NA
"162",2012,"332,01",NA,NA,NA,"Dicranopteris linearis",13,1,NA
"163",2012,"332,01",NA,NA,NA,"Borreria latifolia",6,0,NA
"164",2012,"332,01",NA,NA,NA,"Lygodium salicifolium",2,0,NA
"165",2012,"332,01",NA,NA,NA,"Macaranga gigantea",2,0,NA
"166",2012,"332,01",NA,NA,NA,"Apocynaceae spec.",3,0,NA
"167",2012,"332,01",NA,NA,NA,"Axonopus compressus",14,0,NA
"168",2012,"332,01",NA,NA,NA,"Asystasia gangetica",23,1,NA
"169",2012,"332,01",NA,NA,NA,"Panicum repens",12,0,NA
"170",2012,"332,01",NA,NA,NA,"local name: kayu kelat",3,0,NA
"171",2012,"332,07",NA,NA,NA,"Nephrolepis exaltata",56,0,NA
"172",2012,"332,07",NA,NA,NA,"Scleria bancana",15,0,NA
"173",2012,"332,07",NA,NA,NA,"Macaranga gigantea",1,0,NA
"174",2012,"332,07",NA,NA,NA,"Clidemia hirta",68,1,NA
"175",2012,"332,07",NA,NA,NA,"Nephrolepis spec.",26,0,NA
"176",2012,"332,07",NA,NA,NA,"Macaranga triloba",2,0,NA
"177",2012,"332,07",NA,NA,NA,"Hevea brasiliensis",12,0,NA
"178",2012,"332,06",NA,NA,NA,"Macaranga gigantea",4,0,NA
"179",2012,"332,06",NA,NA,NA,"Clidemia hirta",13,1,NA
"180",2012,"332,06",NA,NA,NA,"Panicum repens",9,0,NA
"181",2012,"332,15",NA,NA,NA,"Nephrolepis exaltata",18,0,NA
"182",2012,"332,15",NA,NA,NA,"Panicum repens",78,0,NA
"183",2012,"332,15",NA,NA,NA,"Clidemia hirta",47,1,NA
"184",2012,"332,15",NA,NA,NA,"Centotheca lappacea",19,0,NA
"185",2012,"332,15",NA,NA,NA,"Hevea brasiliensis",9,0,NA
"186",2012,"332,15",NA,NA,NA,"Lygodium circinatum",7,0,NA
"187",2012,"332,15",NA,NA,NA,"Aidia densiflora",6,0,NA
"188",2012,"332,15",NA,NA,NA,"Setaria palmifolia",11,0,NA
"189",2012,"332,15",NA,NA,NA,"Christella parasitica",17,0,NA
"190",2012,"332,15",NA,NA,NA,"Bauhinia semibifida",1,0,NA
"191",2012,"332;11",NA,NA,NA,"Macaranga gigantea",4,0,NA
"192",2012,"332;11",NA,NA,NA,"Clidemia hirta",53,1,NA
"193",2012,"332;11",NA,NA,NA,"Hevea brasiliensis",36,0,NA
"194",2012,"332;11",NA,NA,NA,"Nephrolepis exaltata",24,0,NA
"195",2012,"332;11",NA,NA,NA,"Melastoma malabathricum",3,0,NA
"196",2012,"332;11",NA,NA,NA,"Rinorea lanceolata",1,0,NA
"197",2012,"332;11",NA,NA,NA,"Apocynaceae spec.",4,0,NA
"198",2012,"332;11",NA,NA,NA,"Breynia oblongifolia",5,0,NA
"199",2012,"332;11",NA,NA,NA,"Centotheca lappacea",4,0,NA
"200",2012,"332;11",NA,NA,NA,"Scleria bancana",6,0,NA
"201",2012,"332;11",NA,NA,NA,"Nephrolepis acutifolia",8,0,NA
"202",2012,"332;11",NA,NA,NA,"Piper aduncum",2,0,NA
"203",2012,"332;11",NA,NA,NA,"Axonopus compressus",8,0,NA
"204",2012,"332,12",NA,NA,NA,"Asystasia gangetica",28,1,NA
"205",2012,"332,12",NA,NA,NA,"Elaeis guineensis",4,0,NA
"206",2012,"332,12",NA,NA,NA,"Melastoma malabathricum",16,0,NA
"207",2012,"332,12",NA,NA,NA,"Dicranopteris linearis",56,1,NA
"208",2012,"332,12",NA,NA,NA,"Clidemia hirta",30,1,NA
"209",2012,"332,12",NA,NA,NA,"Axonopus compressus",26,0,NA
"210",2012,"332,12",NA,NA,NA,"Histiopteris incisa",8,0,NA
"211",2012,"332,12",NA,NA,NA,"Nephrolepis exaltata",12,0,NA
"212",2012,"332,12",NA,NA,NA,"Heleocharis spec.",3,0,NA
"213",2012,"332,12",NA,NA,NA,"Imperata cylindrica",6,0,NA
"214",2012,"332,12",NA,NA,NA,"Macaranga gigantea",1,0,NA
"215",2012,"332,12",NA,NA,NA,"Unident",11,0,NA
"216",2012,"342,10",NA,NA,NA,"Uncaria gambir",7,0,NA
"217",2012,"342,10",NA,NA,NA,"Elaeis guineensis",12,0,NA
"218",2012,"342,10",NA,NA,NA,"Scleria levis",9,0,NA
"219",2012,"342,10",NA,NA,NA,"Melastoma malabathricum",32,0,NA
"220",2012,"342,10",NA,NA,NA,"Christella parasitica",11,0,NA
"221",2012,"342,10",NA,NA,NA,"Nephrolepis exaltata",26,0,NA
"222",2012,"342,10",NA,NA,NA,"Clidemia hirta",44,1,NA
"223",2012,"342,10",NA,NA,NA,"Panicum repens",23,0,NA
"224",2012,"342,10",NA,NA,NA,"Dicranopteris linearis",13,1,NA
"225",2012,"342,10",NA,NA,NA,"Asplenium nidus",6,0,NA
"226",2012,"342,10",NA,NA,NA,"Lygodium salicifolium",6,0,NA
"227",2012,"342,10",NA,NA,NA,"Cyrtococcum accrescens",71,0,NA
"228",2012,"342,10",NA,NA,NA,"Hibiscus mutabilis",4,0,NA
"229",2012,"342,13",NA,NA,NA,"Borreria latifolia",51,0,NA
"230",2012,"342,13",NA,NA,NA,"Centotheca lappacea",7,0,NA
"231",2012,"342,13",NA,NA,NA,"Unident",13,0,NA
"232",2012,"342,23",NA,NA,NA,"Agrostistachys borneensis",22,0,NA
"233",2012,"342,23",NA,NA,NA,"Clidemia hirta",29,1,NA
"234",2012,"342,23",NA,NA,NA,"Melastoma malabathricum",17,0,NA
"235",2012,"342,23",NA,NA,NA,"Axonopus compressus",15,0,NA
"236",2012,"342,23",NA,NA,NA,"Lygodium salicifolium",4,0,NA
"237",2012,"342,23",NA,NA,NA,"local name: Liba",193,0,NA
"238",2012,"342,23",NA,NA,NA,"Arachis spec.",3,0,NA
"239",2012,"342,23",NA,NA,NA,"Panicum repens",249,0,NA
"240",2012,"342,23",NA,NA,NA,"Cyrtococcum accrescens",313,0,NA
"241",2012,"342,23",NA,NA,NA,"Desmodium heterocarpum",7,0,NA
"242",2012,"342,23",NA,NA,NA,"Pancium maximum",6,0,NA
"243",2012,"342,23",NA,NA,NA,"Selaginella spec.",12,0,NA
"244",2012,"342,23",NA,NA,NA,"Macaranga gigantea",3,0,NA
"245",2012,"342,12",NA,NA,NA,"Clidemia hirta",15,1,NA
"246",2012,"342,12",NA,NA,NA,"Melastoma malabathricum",9,0,NA
"247",2012,"342,12",NA,NA,NA,"local name: Liba",99,0,NA
"248",2012,"342,12",NA,NA,NA,"Panicum repens",151,0,NA
"249",2012,"342,12",NA,NA,NA,"Centotheca lappacea",39,0,NA
"250",2012,"342,12",NA,NA,NA,"Asystasia gangetica",21,1,NA
"251",2012,"342,12",NA,NA,NA,"Cyrtococcum accrescens",79,0,NA
"252",2012,"342,12",NA,NA,NA,"Borreria latifolia",23,0,NA
"253",2012,"342,12",NA,NA,NA,"Axonopus compressus",11,0,NA
"254",2012,"342,12",NA,NA,NA,"Lygodium salicifolium",4,0,NA
"255",2012,"342,15",NA,NA,NA,"Asystasia gangetica",130,1,NA
"256",2012,"342,15",NA,NA,NA,"Paspalum conjugatum",30,0,NA
"257",2012,"342,15",NA,NA,NA,"Melastoma malabathricum",6,0,NA
"258",2012,"342,15",NA,NA,NA,"Imperata cylindrica",8,0,NA
"259",2012,"342,15",NA,NA,NA,"Clidemia hirta",30,1,NA
"260",2012,"342,15",NA,NA,NA,"Christella parasitica",8,0,NA
"261",2012,"342,15",NA,NA,NA,"Stachytarpheta indica",5,0,NA
"262",2012,"342,15",NA,NA,NA,"Polygala paniculata",1,0,NA
"263",2012,"342,08",NA,NA,NA,"Elaeis guineensis",4,0,NA
"264",2012,"342,08",NA,NA,NA,"Asystasia gangetica",73,1,NA
"265",2012,"342,08",NA,NA,NA,"Axonopus compressus",25,0,NA
"266",2012,"342,08",NA,NA,NA,"Paspalum conjugatum",55,0,NA
"267",2012,"342,08",NA,NA,NA,"Clidemia hirta",42,1,NA
"268",2012,"342,08",NA,NA,NA,"Dicranopteris linearis",25,1,NA
"269",2012,"342,08",NA,NA,NA,"Mikania micrantha",7,0,NA
"270",2012,"342,08",NA,NA,NA,"Echinochloa crus-galli",22,0,NA
"271",2012,"342,08",NA,NA,NA,"Unident",5,0,NA
"272",2012,"342,08",NA,NA,NA,"Macaranga gigantea",2,0,NA
"273",2012,"342,08",NA,NA,NA,"Rinorea lanceolata",1,0,NA
"274",2012,"342,09",NA,NA,NA,"Melastoma malabathricum",72,0,NA
"275",2012,"342,09",NA,NA,NA,"Clidemia hirta",53,1,NA
"276",2012,"342,09",NA,NA,NA,"Asystasia gangetica",1,1,NA
"277",2012,"342,09",NA,NA,NA,"Lygodium salicifolium",12,0,NA
"278",2012,"342,09",NA,NA,NA,"Elaeis guineensis",6,0,NA
"279",2012,"342,09",NA,NA,NA,"Scleria bancana",4,0,NA
"280",2012,"342,09",NA,NA,NA,"Panicum accrescens",65,0,NA
"281",2012,"342,09",NA,NA,NA,"Davalia spec.",10,0,NA
"282",2012,"342,22",NA,NA,NA,"Agrostistachys borneensis",4,0,NA
"283",2012,"342,22",NA,NA,NA,"Clidemia hirta",14,1,NA
"284",2012,"342,22",NA,NA,NA,"Aidia densiflora",7,0,NA
"285",2012,"342,22",NA,NA,NA,"Asplenium nidus",2,0,NA
"286",2012,"342,22",NA,NA,NA,"Lygodium circinatum",1,0,NA
"287",2012,"342,03",NA,NA,NA,"Unident",39,0,NA
"288",2012,"342,03",NA,NA,NA,"Mangifera indica",2,0,NA
"289",2012,"342,03",NA,NA,NA,"Asystasia gangetica",19,1,NA
"290",2012,"342,03",NA,NA,NA,"Elaeis guineensis",20,0,NA
"291",2012,"342,03",NA,NA,NA,"Centotheca lappacea",10,0,NA
"292",2012,"342,03",NA,NA,NA,"Axonopus compressus",7,0,NA
"293",2012,"331,12",NA,NA,NA,"Clidemia hirta",143,1,NA
"294",2012,"331,12",NA,NA,NA,"Hevea brasiliensis",10,0,NA
"295",2012,"331,12",NA,NA,NA,"Melastoma malabathricum",6,0,NA
"296",2012,"331,12",NA,NA,NA,"Centotheca lappacea",90,0,NA
"297",2012,"331,12",NA,NA,NA,"Imperata cylindrica",29,0,NA
"298",2012,"331,12",NA,NA,NA,"Christella parasitica",1,0,NA
"299",2012,"331,12",NA,NA,NA,"Macaranga gigantea",3,0,NA
"300",2012,"331,12",NA,NA,NA,"Breynia stipitata",7,0,NA
"301",2012,"331,12",NA,NA,NA,"Nephrolepis exaltata",8,0,NA
"302",2012,"331,12",NA,NA,NA,"Asystasia gangetica",1,1,NA
"303",2012,"331,12",NA,NA,NA,"Mussaenda frondosa",3,0,NA
"304",2012,"331,12",NA,NA,NA,"local name: Liba",15,0,NA
"305",2012,"331,12",NA,NA,NA,"local name: gear like",1,0,NA
"306",2012,"331,12",NA,NA,NA,"Endospermum diadenum",1,0,NA
"307",2012,"331,12",NA,NA,NA,"Trema cannabina",2,0,NA
"308",2012,"331,12",NA,NA,NA,"Vitex pubescens",1,0,NA
"309",2012,"331,12",NA,NA,NA,"Aporosa octandra",1,0,NA
"310",2012,"331,12",NA,NA,NA,"Piper aduncum",1,0,NA
"311",2012,"331,12",NA,NA,NA,"Clibadium surinamense",1,0,NA
"312",2012,"331,13",NA,NA,NA,"Panicum repens",12,0,NA
"313",2012,"331,13",NA,NA,NA,"Clidemia hirta",19,1,NA
"314",2012,"331,13",NA,NA,NA,"Asystasia gangetica",21,1,NA
"315",2012,"331,13",NA,NA,NA,"Centotheca lappacea",7,0,NA
"316",2012,"331,13",NA,NA,NA,"Manihot esculenta",1,0,NA
"317",2012,"331,13",NA,NA,NA,"Borreria latifolia",4,0,NA
"318",2012,"331,13",NA,NA,NA,"Macaranga gigantea",1,0,NA
"319",2012,"331,18",NA,NA,NA,"Nephrolepis exaltata",8,0,NA
"320",2012,"331,18",NA,NA,NA,"local name: Jambu-jambu",14,0,NA
"321",2012,"331,18",NA,NA,NA,"Aidia densiflora",6,0,NA
"322",2012,"331,18",NA,NA,NA,"Clidemia hirta",36,1,NA
"323",2012,"331,18",NA,NA,NA,"Melastoma malabathricum",4,0,NA
"324",2012,"331,18",NA,NA,NA,"Agrostistachys borneensis",6,0,NA
"325",2012,"331,18",NA,NA,NA,"Hevea brasiliensis",6,0,NA
"326",2012,"331,18",NA,NA,NA,"Apocynaceae spec.",2,0,NA
"327",2012,"331,19",NA,NA,NA,"Clidemia hirta",114,1,NA
"328",2012,"331,19",NA,NA,NA,"Rinorea lanceolata",7,0,NA
"329",2012,"331,19",NA,NA,NA,"Hevea brasiliensis",25,0,NA
"330",2012,"331,19",NA,NA,NA,"local name: Mata keli",1,0,NA
"331",2012,"331,19",NA,NA,NA,"local name: medon silu",5,0,NA
"332",2012,"331,19",NA,NA,NA,"local name: Khongin",5,0,NA
"333",2012,"331,19",NA,NA,NA,"Dicranopteris linearis",6,1,NA
"334",2012,"331,19",NA,NA,NA,"Nephrolepis exaltata",16,0,NA
"335",2012,"331,19",NA,NA,NA,"Melastoma malabathricum",1,0,NA
"336",2012,"331,19",NA,NA,NA,"Gardenia anisophylla",3,0,NA
"337",2012,"331,19",NA,NA,NA,"Unident 35",1,0,NA
"338",2012,"331,19",NA,NA,NA,"Panicum repens",40,0,NA
"339",2012,"331,09",NA,NA,NA,"Asystasia gangetica",12,1,NA
"340",2012,"331,09",NA,NA,NA,"Mikania micrantha",28,0,NA
"341",2012,"331,09",NA,NA,NA,"Clidemia hirta",164,1,NA
"342",2012,"331,09",NA,NA,NA,"Nephrolepis exaltata",10,0,NA
"343",2012,"331,09",NA,NA,NA,"Piper aduncum",7,0,NA
"344",2012,"331,09",NA,NA,NA,"Ageratum conyzoides",1,1,NA
"345",2012,"331,09",NA,NA,NA,"Panicum maximum",20,0,NA
"346",2012,"331,09",NA,NA,NA,"Axonopus compressus",12,0,NA
"347",2012,"331,09",NA,NA,NA,"Centotheca lappacea",8,0,NA
"348",2012,"331,09",NA,NA,NA,"Paspalum conjugatum",8,0,NA
"349",2012,"331,09",NA,NA,NA,"Lygodium circinatum",7,0,NA
"350",2012,"331,02",NA,NA,NA,"Macaranga gigantea",3,0,NA
"351",2012,"331,02",NA,NA,NA,"Clidemia hirta",46,1,NA
"352",2012,"331,02",NA,NA,NA,"Bauhinia semibifida",6,0,NA
"353",2012,"331,02",NA,NA,NA,"Hevea brasiliensis",4,0,NA
"354",2012,"331,02",NA,NA,NA,"Nephrolepis spec.",51,0,NA
"355",2012,"331,02",NA,NA,NA,"local name: Terung manek",6,0,NA
"356",2012,"331,02",NA,NA,NA,"Melastoma malabathricum",9,0,NA
"357",2012,"331,02",NA,NA,NA,"Mikania micrantha",3,0,NA
"358",2012,"331,02",NA,NA,NA,"Centotheca lappacea",38,0,NA
"359",2012,"331,02",NA,NA,NA,"Asystasia gangetica",13,1,NA
"360",2012,"331,01",NA,NA,NA,"local name: Marpui",3,0,NA
"361",2012,"331,01",NA,NA,NA,"Macaranga gigantea",4,0,NA
"362",2012,"331,01",NA,NA,NA,"Clidemia hirta",24,1,NA
"363",2012,"331,01",NA,NA,NA,"Melastoma malabathricum",6,0,NA
"364",2012,"331,01",NA,NA,NA,"Nephrolepis exaltata",15,0,NA
"365",2012,"331,01",NA,NA,NA,"local name: Beringin",2,0,NA
"366",2012,"331,01",NA,NA,NA,"local name: Jambu-jambu",2,0,NA
"367",2012,"331,01",NA,NA,NA,"local name: Pasak bumi",3,0,NA
"368",2012,"331,01",NA,NA,NA,"local name: Terung manek",1,0,NA
