,wave,hid,HHCode,pid,MatchingIssue,DataMissing,SpeciesName,Abundance,Invasive,regency,village,crop
3626,2012,,"341,08",NA,NA,NA,Mikania micrantha,2,0,NA,NA,NA
3627,2012,,"341,08",NA,NA,NA,local name: Stunygit,3,0,NA,NA,NA
3628,2012,,"341,08",NA,NA,NA,Breynia spec.,21,0,NA,NA,NA
3629,2012,,"341,08",NA,NA,NA,Lygodium circinatum,1,0,NA,NA,NA
3630,2012,,"341,08",NA,NA,NA,Hedyotis diffusa,4,0,NA,NA,NA
3631,2012,,"341,08",NA,NA,NA,Christella parasitica,12,0,NA,NA,NA
3632,2012,,"341,08",NA,NA,NA,local name: Amben bua,4,0,NA,NA,NA
3633,2012,,"341,08",NA,NA,NA,local name: Rumput pegago,2,0,NA,NA,NA
3634,2012,,"341,08",NA,NA,NA,Imperata cylindrica,6,0,NA,NA,NA
3635,2012,,"341,08",NA,NA,NA,Hevea brasiliensis,3,0,NA,NA,NA
3636,2012,,"312,02",NA,NA,NA,Asystasia gangetica,100,1,NA,NA,NA
3637,2012,,"312,02",NA,NA,NA,Ageratum conyzoides,8,1,NA,NA,NA
3638,2012,,"312,02",NA,NA,NA,Elaeis guineensis,1,0,NA,NA,NA
3639,2012,,"312,02",NA,NA,NA,local name: Gawal-gawal,1,0,NA,NA,NA
3640,2012,,"312,02",NA,NA,NA,Lygodium circinatum,13,0,NA,NA,NA
3641,2012,,"312,02",NA,NA,NA,Axonopus compressus,4,0,NA,NA,NA
3642,2012,,"312,02",NA,NA,NA,Nephrolepis spec.,3,0,NA,NA,NA
3643,2012,,"312,02",NA,NA,NA,Christella parasitica,1,0,NA,NA,NA
3644,2012,,"312,01",NA,NA,NA,Asystasia gangetica,87,1,NA,NA,NA
3645,2012,,"312,01",NA,NA,NA,local name: Sembukan,1,0,NA,NA,NA
3646,2012,,"312,01",NA,NA,NA,Axonopus compressus,21,0,NA,NA,NA
3647,2012,,"312,01",NA,NA,NA,Lygodium circinatum,6,0,NA,NA,NA
3648,2012,,"312,01",NA,NA,NA,local name: Kayu pule,2,0,NA,NA,NA
3649,2012,,"312,01",NA,NA,NA,Christella parasitica,9,0,NA,NA,NA
3650,2012,,"312,01",NA,NA,NA,local name: Rumput oto,14,0,NA,NA,NA
3651,2012,,"312,01",NA,NA,NA,Imperata cylindrica,5,0,NA,NA,NA
3652,2012,,"312,05",NA,NA,NA,Clidemia hirta,169,1,NA,NA,NA
3653,2012,,"312,05",NA,NA,NA,Asystasia gangetica,52,1,NA,NA,NA
3654,2012,,"312,05",NA,NA,NA,Imperata cylindrica,17,0,NA,NA,NA
3655,2012,,"312,05",NA,NA,NA,Stachytarpheta indica,4,0,NA,NA,NA
3656,2012,,"312,05",NA,NA,NA,Elaeis guineensis,2,0,NA,NA,NA
3657,2012,,"312,05",NA,NA,NA,Mikania micrantha,5,0,NA,NA,NA
3658,2012,,"312,05",NA,NA,NA,Melastoma malabathricum,5,0,NA,NA,NA
3659,2012,,"312,05",NA,NA,NA,Dicranopteris linearis,77,1,NA,NA,NA
3660,2012,,"312,05",NA,NA,NA,Uncaria gambir,1,0,NA,NA,NA
3661,2012,,"312,05",NA,NA,NA,Alstonia spec. 2,26,0,NA,NA,NA
3662,2012,,"312,05",NA,NA,NA,Croton glandulosus,5,0,NA,NA,NA
3663,2012,,"312,05",NA,NA,NA,Pennisetum polystachion,4,0,NA,NA,NA
3664,2012,,"311,01",NA,NA,NA,Clidemia hirta,97,1,NA,NA,NA
3665,2012,,"311,01",NA,NA,NA,Centotheca lappacea,121,0,NA,NA,NA
3666,2012,,"311,01",NA,NA,NA,Asystasia gangetica,214,1,NA,NA,NA
3667,2012,,"311,01",NA,NA,NA,Elaeis guineensis,14,0,NA,NA,NA
3668,2012,,"311,01",NA,NA,NA,Mimmosa pudica,1,0,NA,NA,NA
3669,2012,,"311,01",NA,NA,NA,Axonopus compressus,34,0,NA,NA,NA
3670,2012,,"311,01",NA,NA,NA,Mikania micrantha,3,0,NA,NA,NA
3671,2012,,"311,01",NA,NA,NA,Panicum repens,12,0,NA,NA,NA
3672,2012,,"311,01",NA,NA,NA,Leea indica,6,0,NA,NA,NA
3673,2012,,"311,01",NA,NA,NA,Litsea spec.,1,0,NA,NA,NA
3674,2012,,"311,01",NA,NA,NA,Macaranga gigantea,1,0,NA,NA,NA
3675,2012,,"311,01",NA,NA,NA,Melastoma malabathricum,27,0,NA,NA,NA
3676,2012,,"311,01",NA,NA,NA,Colocasia spec.,1,0,NA,NA,NA
3677,2012,,"311,01",NA,NA,NA,local name: Kuping gajah,1,0,NA,NA,NA
3678,2012,,"311,01",NA,NA,NA,Lygodium circinatum,4,0,NA,NA,NA
3679,2012,,"311,07",NA,NA,NA,Clidemia hirta,74,1,NA,NA,NA
3680,2012,,"311,07",NA,NA,NA,Melastoma malabathricum,5,0,NA,NA,NA
3681,2012,,"311,07",NA,NA,NA,Asystasia gangetica,20,1,NA,NA,NA
3682,2012,,"311,07",NA,NA,NA,Scleria bancana,3,0,NA,NA,NA
3683,2012,,"311,07",NA,NA,NA,Centotheca lappacea,29,0,NA,NA,NA
3684,2012,,"311,07",NA,NA,NA,Elephantopus mollis,98,0,NA,NA,NA
3685,2012,,"311,07",NA,NA,NA,Elaeis guineensis,9,0,NA,NA,NA
3686,2012,,"311,07",NA,NA,NA,Setaria spec.,1,0,NA,NA,NA
3687,2012,,"311,07",NA,NA,NA,Lygodium circinatum,12,0,NA,NA,NA
3688,2012,,"311,07",NA,NA,NA,Synedrella nodiflora,119,0,NA,NA,NA
3689,2012,,"311,07",NA,NA,NA,Scleria levis,6,0,NA,NA,NA
3690,2012,,"311,07",NA,NA,NA,Mikania micrantha,2,0,NA,NA,NA
3691,2012,,"311,07",NA,NA,NA,Paraserianthes falcataria,7,0,NA,NA,NA
3692,2012,,"311,07",NA,NA,NA,Croton glandulosus,2,0,NA,NA,NA
3693,2012,,"311,07",NA,NA,NA,Archidendron bubalinum,3,0,NA,NA,NA
3694,2012,,"311,04",NA,NA,NA,Asystasia gangetica,831,1,NA,NA,NA
3695,2012,,"311,04",NA,NA,NA,Elaeis guineensis,13,0,NA,NA,NA
3696,2012,,"311,04",NA,NA,NA,Centotheca lappacea,46,0,NA,NA,NA
3697,2012,,"311,04",NA,NA,NA,Scleria bancana,7,0,NA,NA,NA
3698,2012,,"311,04",NA,NA,NA,Axonopus compressus,29,0,NA,NA,NA
3699,2012,,"311,04",NA,NA,NA,local name: Rambutan,1,0,NA,NA,NA
3700,2012,,"311,04",NA,NA,NA,Macaranga gigantea,2,0,NA,NA,NA
3701,2012,,"311,04",NA,NA,NA,Lygodium circinatum,21,0,NA,NA,NA
3702,2012,,"311,04",NA,NA,NA,Christella parasitica,6,0,NA,NA,NA
3703,2012,,"311,04",NA,NA,NA,Clidemia hirta,162,1,NA,NA,NA
3704,2012,,"311,04",NA,NA,NA,Cyrtococcum accrescens,15,0,NA,NA,NA
3705,2012,,"322,09",NA,NA,NA,Ageratum conyzoides,64,1,NA,NA,NA
3706,2012,,"322,09",NA,NA,NA,Asystasia gangetica,14,1,NA,NA,NA
3707,2012,,"322,09",NA,NA,NA,Echinochloa crus-galli,20,0,NA,NA,NA
3708,2012,,"322,09",NA,NA,NA,Hyptis brevipes,12,0,NA,NA,NA
3709,2012,,"322,09",NA,NA,NA,Pouzolzia zeylanica,112,0,NA,NA,NA
3710,2012,,"322,09",NA,NA,NA,Peperomia pellucida,19,0,NA,NA,NA
3711,2012,,"322,09",NA,NA,NA,Clidemia hirta,1,1,NA,NA,NA
3712,2012,,"322,09",NA,NA,NA,Unident,1,0,NA,NA,NA
3713,2012,,"322,09",NA,NA,NA,Nephrolepis spec.,26,0,NA,NA,NA
3714,2012,,"322,09",NA,NA,NA,Panicum accrescens,16,0,NA,NA,NA
3715,2012,,"322,09",NA,NA,NA,Mikania micrantha,1,0,NA,NA,NA
3716,2012,,"322,09",NA,NA,NA,Paspalum conjugatum,24,0,NA,NA,NA
3717,2012,,"322,04",NA,NA,NA,Asystasia gangetica,34,1,NA,NA,NA
3718,2012,,"322,04",NA,NA,NA,Imperata cylindrica,8,0,NA,NA,NA
3719,2012,,"322,04",NA,NA,NA,Hevea brasiliensis,1,0,NA,NA,NA
3720,2012,,"322,04",NA,NA,NA,local name: Kerubut,22,0,NA,NA,NA
3721,2012,,"322,04",NA,NA,NA,local name: Labu kayu,1,0,NA,NA,NA
3722,2012,,"322,04",NA,NA,NA,Millettia spec.,12,0,NA,NA,NA
3723,2012,,"322,13",NA,NA,NA,Elaeis guineensis,13,0,NA,NA,NA
3724,2012,,"322,13",NA,NA,NA,Asystasia gangetica,27,1,NA,NA,NA
3725,2012,,"322,13",NA,NA,NA,Melastoma malabathricum,16,0,NA,NA,NA
3726,2012,,"322,13",NA,NA,NA,Cuphea spec.,121,0,NA,NA,NA
3727,2012,,"322,13",NA,NA,NA,Mimmosa pudica,5,0,NA,NA,NA
3728,2012,,"322,18",NA,NA,NA,Asystasia gangetica,19,1,NA,NA,NA
3729,2012,,"322,18",NA,NA,NA,Synedrella nodiflora,16,0,NA,NA,NA
3730,2012,,"322,18",NA,NA,NA,local name: Waru,1,0,NA,NA,NA
3731,2012,,"322,18",NA,NA,NA,Elaeis guineensis,3,0,NA,NA,NA
3732,2012,,"322,18",NA,NA,NA,Borreria latifolia,28,0,NA,NA,NA
3733,2012,,"322,18",NA,NA,NA,local name: Gawal-gawal,4,0,NA,NA,NA
3734,2012,,"322,17",NA,NA,NA,Asystasia gangetica,100,1,NA,NA,NA
3735,2012,,"322,17",NA,NA,NA,Borreria latifolia,19,0,NA,NA,NA
3736,2012,,"322,17",NA,NA,NA,Nephrolepis spec.,12,0,NA,NA,NA
3737,2012,,"322,17",NA,NA,NA,Amomum spec.,2,0,NA,NA,NA
3738,2012,,"322,17",NA,NA,NA,Clidemia hirta,8,1,NA,NA,NA
3739,2012,,"322,17",NA,NA,NA,Oxalis barrelieri,6,0,NA,NA,NA
3740,2012,,"322,17",NA,NA,NA,Centotheca lappacea,14,0,NA,NA,NA
3741,2012,,"322,17",NA,NA,NA,Arachis spec.,2,0,NA,NA,NA
3742,2012,,"322,17",NA,NA,NA,Axonopus compressus,6,0,NA,NA,NA
3743,2012,,"322,17",NA,NA,NA,Synedrella nodiflora,3,0,NA,NA,NA
3744,2012,,"322,17",NA,NA,NA,Elaeis guineensis,1,0,NA,NA,NA
3745,2012,,"322,17",NA,NA,NA,Selaginella spec.,4,0,NA,NA,NA
3746,2012,,"322,17",NA,NA,NA,Ageratum conyzoides,9,1,NA,NA,NA
3747,2012,,"322,17",NA,NA,NA,local name: Saga,1,0,NA,NA,NA
3748,2012,,"332,09",NA,NA,NA,Asystasia spec.,6,0,NA,NA,NA
3749,2012,,"332,09",NA,NA,NA,Ageratum conyzoides,3,1,NA,NA,NA
3750,2012,,"332,09",NA,NA,NA,local name: Putat,5,0,NA,NA,NA
3751,2012,,"332,09",NA,NA,NA,Setaria palmifolia,12,0,NA,NA,NA
3752,2012,,"332,09",NA,NA,NA,Imperata cylindrica,24,0,NA,NA,NA
3753,2012,,"332,09",NA,NA,NA,Panicum repens,5,0,NA,NA,NA
3754,2012,,"332,09",NA,NA,NA,local name: Leban,3,0,NA,NA,NA
3755,2012,,"332,09",NA,NA,NA,Nephrolepis exaltata,8,0,NA,NA,NA
3756,2012,,"332,01",NA,NA,NA,Melastoma malabathricum,9,0,NA,NA,NA
3757,2012,,"332,01",NA,NA,NA,Clidemia hirta,173,1,NA,NA,NA
3758,2012,,"332,01",NA,NA,NA,Ageratum conyzoides,7,1,NA,NA,NA
3759,2012,,"332,01",NA,NA,NA,Crassocephalum crepidioides,124,0,NA,NA,NA
3760,2012,,"332,01",NA,NA,NA,local name: Liba,159,0,NA,NA,NA
3761,2012,,"332,01",NA,NA,NA,Dicranopteris linearis,13,1,NA,NA,NA
3762,2012,,"332,01",NA,NA,NA,Borreria latifolia,6,0,NA,NA,NA
3763,2012,,"332,01",NA,NA,NA,Lygodium salicifolium,2,0,NA,NA,NA
3764,2012,,"332,01",NA,NA,NA,Macaranga gigantea,2,0,NA,NA,NA
3765,2012,,"332,01",NA,NA,NA,Apocynaceae spec.,3,0,NA,NA,NA
3766,2012,,"332,01",NA,NA,NA,Axonopus compressus,14,0,NA,NA,NA
3767,2012,,"332,01",NA,NA,NA,Asystasia gangetica,23,1,NA,NA,NA
3768,2012,,"332,01",NA,NA,NA,Panicum repens,12,0,NA,NA,NA
3769,2012,,"332,01",NA,NA,NA,local name: kayu kelat,3,0,NA,NA,NA
3770,2012,,"332,07",NA,NA,NA,Nephrolepis exaltata,56,0,NA,NA,NA
3771,2012,,"332,07",NA,NA,NA,Scleria bancana,15,0,NA,NA,NA
3772,2012,,"332,07",NA,NA,NA,Macaranga gigantea,1,0,NA,NA,NA
3773,2012,,"332,07",NA,NA,NA,Clidemia hirta,68,1,NA,NA,NA
3774,2012,,"332,07",NA,NA,NA,Nephrolepis spec.,26,0,NA,NA,NA
3775,2012,,"332,07",NA,NA,NA,Macaranga triloba,2,0,NA,NA,NA
3776,2012,,"332,07",NA,NA,NA,Hevea brasiliensis,12,0,NA,NA,NA
3777,2012,,"332,06",NA,NA,NA,Macaranga gigantea,4,0,NA,NA,NA
3778,2012,,"332,06",NA,NA,NA,Clidemia hirta,13,1,NA,NA,NA
3779,2012,,"332,06",NA,NA,NA,Panicum repens,9,0,NA,NA,NA
3780,2012,,"332,15",NA,NA,NA,Nephrolepis exaltata,18,0,NA,NA,NA
3781,2012,,"332,15",NA,NA,NA,Panicum repens,78,0,NA,NA,NA
3782,2012,,"332,15",NA,NA,NA,Clidemia hirta,47,1,NA,NA,NA
3783,2012,,"332,15",NA,NA,NA,Centotheca lappacea,19,0,NA,NA,NA
3784,2012,,"332,15",NA,NA,NA,Hevea brasiliensis,9,0,NA,NA,NA
3785,2012,,"332,15",NA,NA,NA,Lygodium circinatum,7,0,NA,NA,NA
3786,2012,,"332,15",NA,NA,NA,Aidia densiflora,6,0,NA,NA,NA
3787,2012,,"332,15",NA,NA,NA,Setaria palmifolia,11,0,NA,NA,NA
3788,2012,,"332,15",NA,NA,NA,Christella parasitica,17,0,NA,NA,NA
3789,2012,,"332,15",NA,NA,NA,Bauhinia semibifida,1,0,NA,NA,NA
3790,2012,,332;11,NA,NA,NA,Macaranga gigantea,4,0,NA,NA,NA
3791,2012,,332;11,NA,NA,NA,Clidemia hirta,53,1,NA,NA,NA
3792,2012,,332;11,NA,NA,NA,Hevea brasiliensis,36,0,NA,NA,NA
3793,2012,,332;11,NA,NA,NA,Nephrolepis exaltata,24,0,NA,NA,NA
3794,2012,,332;11,NA,NA,NA,Melastoma malabathricum,3,0,NA,NA,NA
3795,2012,,332;11,NA,NA,NA,Rinorea lanceolata,1,0,NA,NA,NA
3796,2012,,332;11,NA,NA,NA,Apocynaceae spec.,4,0,NA,NA,NA
3797,2012,,332;11,NA,NA,NA,Breynia oblongifolia,5,0,NA,NA,NA
3798,2012,,332;11,NA,NA,NA,Centotheca lappacea,4,0,NA,NA,NA
3799,2012,,332;11,NA,NA,NA,Scleria bancana,6,0,NA,NA,NA
3800,2012,,332;11,NA,NA,NA,Nephrolepis acutifolia,8,0,NA,NA,NA
3801,2012,,332;11,NA,NA,NA,Piper aduncum,2,0,NA,NA,NA
3802,2012,,332;11,NA,NA,NA,Axonopus compressus,8,0,NA,NA,NA
3803,2012,,"332,12",NA,NA,NA,Asystasia gangetica,28,1,NA,NA,NA
3804,2012,,"332,12",NA,NA,NA,Elaeis guineensis,4,0,NA,NA,NA
3805,2012,,"332,12",NA,NA,NA,Melastoma malabathricum,16,0,NA,NA,NA
3806,2012,,"332,12",NA,NA,NA,Dicranopteris linearis,56,1,NA,NA,NA
3807,2012,,"332,12",NA,NA,NA,Clidemia hirta,30,1,NA,NA,NA
3808,2012,,"332,12",NA,NA,NA,Axonopus compressus,26,0,NA,NA,NA
3809,2012,,"332,12",NA,NA,NA,Histiopteris incisa,8,0,NA,NA,NA
3810,2012,,"332,12",NA,NA,NA,Nephrolepis exaltata,12,0,NA,NA,NA
3811,2012,,"332,12",NA,NA,NA,Heleocharis spec.,3,0,NA,NA,NA
3812,2012,,"332,12",NA,NA,NA,Imperata cylindrica,6,0,NA,NA,NA
3813,2012,,"332,12",NA,NA,NA,Macaranga gigantea,1,0,NA,NA,NA
3814,2012,,"332,12",NA,NA,NA,Unident,11,0,NA,NA,NA
3815,2012,,"342,1",NA,NA,NA,Uncaria gambir,7,0,NA,NA,NA
3816,2012,,"342,1",NA,NA,NA,Elaeis guineensis,12,0,NA,NA,NA
3817,2012,,"342,1",NA,NA,NA,Scleria levis,9,0,NA,NA,NA
3818,2012,,"342,1",NA,NA,NA,Melastoma malabathricum,32,0,NA,NA,NA
3819,2012,,"342,1",NA,NA,NA,Christella parasitica,11,0,NA,NA,NA
3820,2012,,"342,1",NA,NA,NA,Nephrolepis exaltata,26,0,NA,NA,NA
3821,2012,,"342,1",NA,NA,NA,Clidemia hirta,44,1,NA,NA,NA
3822,2012,,"342,1",NA,NA,NA,Panicum repens,23,0,NA,NA,NA
3823,2012,,"342,1",NA,NA,NA,Dicranopteris linearis,13,1,NA,NA,NA
3824,2012,,"342,1",NA,NA,NA,Asplenium nidus,6,0,NA,NA,NA
3825,2012,,"342,1",NA,NA,NA,Lygodium salicifolium,6,0,NA,NA,NA
3826,2012,,"342,1",NA,NA,NA,Cyrtococcum accrescens,71,0,NA,NA,NA
3827,2012,,"342,1",NA,NA,NA,Hibiscus mutabilis,4,0,NA,NA,NA
3828,2012,,"342,13",NA,NA,NA,Borreria latifolia,51,0,NA,NA,NA
3829,2012,,"342,13",NA,NA,NA,Centotheca lappacea,7,0,NA,NA,NA
3830,2012,,"342,13",NA,NA,NA,Unident,13,0,NA,NA,NA
3831,2012,,"342,23",NA,NA,NA,Agrostistachys borneensis,22,0,NA,NA,NA
3832,2012,,"342,23",NA,NA,NA,Clidemia hirta,29,1,NA,NA,NA
3833,2012,,"342,23",NA,NA,NA,Melastoma malabathricum,17,0,NA,NA,NA
3834,2012,,"342,23",NA,NA,NA,Axonopus compressus,15,0,NA,NA,NA
3835,2012,,"342,23",NA,NA,NA,Lygodium salicifolium,4,0,NA,NA,NA
3836,2012,,"342,23",NA,NA,NA,local name: Liba,193,0,NA,NA,NA
3837,2012,,"342,23",NA,NA,NA,Arachis spec.,3,0,NA,NA,NA
3838,2012,,"342,23",NA,NA,NA,Panicum repens,249,0,NA,NA,NA
3839,2012,,"342,23",NA,NA,NA,Cyrtococcum accrescens,313,0,NA,NA,NA
3840,2012,,"342,23",NA,NA,NA,Desmodium heterocarpum,7,0,NA,NA,NA
3841,2012,,"342,23",NA,NA,NA,Pancium maximum,6,0,NA,NA,NA
3842,2012,,"342,23",NA,NA,NA,Selaginella spec.,12,0,NA,NA,NA
3843,2012,,"342,23",NA,NA,NA,Macaranga gigantea,3,0,NA,NA,NA
3844,2012,,"342,12",NA,NA,NA,Clidemia hirta,15,1,NA,NA,NA
3845,2012,,"342,12",NA,NA,NA,Melastoma malabathricum,9,0,NA,NA,NA
3846,2012,,"342,12",NA,NA,NA,local name: Liba,99,0,NA,NA,NA
3847,2012,,"342,12",NA,NA,NA,Panicum repens,151,0,NA,NA,NA
3848,2012,,"342,12",NA,NA,NA,Centotheca lappacea,39,0,NA,NA,NA
3849,2012,,"342,12",NA,NA,NA,Asystasia gangetica,21,1,NA,NA,NA
3850,2012,,"342,12",NA,NA,NA,Cyrtococcum accrescens,79,0,NA,NA,NA
3851,2012,,"342,12",NA,NA,NA,Borreria latifolia,23,0,NA,NA,NA
3852,2012,,"342,12",NA,NA,NA,Axonopus compressus,11,0,NA,NA,NA
3853,2012,,"342,12",NA,NA,NA,Lygodium salicifolium,4,0,NA,NA,NA
3854,2012,,"342,15",NA,NA,NA,Asystasia gangetica,130,1,NA,NA,NA
3855,2012,,"342,15",NA,NA,NA,Paspalum conjugatum,30,0,NA,NA,NA
3856,2012,,"342,15",NA,NA,NA,Melastoma malabathricum,6,0,NA,NA,NA
3857,2012,,"342,15",NA,NA,NA,Imperata cylindrica,8,0,NA,NA,NA
3858,2012,,"342,15",NA,NA,NA,Clidemia hirta,30,1,NA,NA,NA
3859,2012,,"342,15",NA,NA,NA,Christella parasitica,8,0,NA,NA,NA
3860,2012,,"342,15",NA,NA,NA,Stachytarpheta indica,5,0,NA,NA,NA
3861,2012,,"342,15",NA,NA,NA,Polygala paniculata,1,0,NA,NA,NA
3862,2012,,"342,08",NA,NA,NA,Elaeis guineensis,4,0,NA,NA,NA
3863,2012,,"342,08",NA,NA,NA,Asystasia gangetica,73,1,NA,NA,NA
3864,2012,,"342,08",NA,NA,NA,Axonopus compressus,25,0,NA,NA,NA
3865,2012,,"342,08",NA,NA,NA,Paspalum conjugatum,55,0,NA,NA,NA
3866,2012,,"342,08",NA,NA,NA,Clidemia hirta,42,1,NA,NA,NA
3867,2012,,"342,08",NA,NA,NA,Dicranopteris linearis,25,1,NA,NA,NA
3868,2012,,"342,08",NA,NA,NA,Mikania micrantha,7,0,NA,NA,NA
3869,2012,,"342,08",NA,NA,NA,Echinochloa crus-galli,22,0,NA,NA,NA
3870,2012,,"342,08",NA,NA,NA,Unident,5,0,NA,NA,NA
3871,2012,,"342,08",NA,NA,NA,Macaranga gigantea,2,0,NA,NA,NA
3872,2012,,"342,08",NA,NA,NA,Rinorea lanceolata,1,0,NA,NA,NA
3873,2012,,"342,09",NA,NA,NA,Melastoma malabathricum,72,0,NA,NA,NA
3874,2012,,"342,09",NA,NA,NA,Clidemia hirta,53,1,NA,NA,NA
3875,2012,,"342,09",NA,NA,NA,Asystasia gangetica,1,1,NA,NA,NA
3876,2012,,"342,09",NA,NA,NA,Lygodium salicifolium,12,0,NA,NA,NA
3877,2012,,"342,09",NA,NA,NA,Elaeis guineensis,6,0,NA,NA,NA
3878,2012,,"342,09",NA,NA,NA,Scleria bancana,4,0,NA,NA,NA
3879,2012,,"342,09",NA,NA,NA,Panicum accrescens,65,0,NA,NA,NA
3880,2012,,"342,09",NA,NA,NA,Davalia spec.,10,0,NA,NA,NA
3881,2012,,"342,22",NA,NA,NA,Agrostistachys borneensis,4,0,NA,NA,NA
3882,2012,,"342,22",NA,NA,NA,Clidemia hirta,14,1,NA,NA,NA
3883,2012,,"342,22",NA,NA,NA,Aidia densiflora,7,0,NA,NA,NA
3884,2012,,"342,22",NA,NA,NA,Asplenium nidus,2,0,NA,NA,NA
3885,2012,,"342,22",NA,NA,NA,Lygodium circinatum,1,0,NA,NA,NA
3886,2012,,"342,03",NA,NA,NA,Unident,39,0,NA,NA,NA
3887,2012,,"342,03",NA,NA,NA,Mangifera indica,2,0,NA,NA,NA
3888,2012,,"342,03",NA,NA,NA,Asystasia gangetica,19,1,NA,NA,NA
3889,2012,,"342,03",NA,NA,NA,Elaeis guineensis,20,0,NA,NA,NA
3890,2012,,"342,03",NA,NA,NA,Centotheca lappacea,10,0,NA,NA,NA
3891,2012,,"342,03",NA,NA,NA,Axonopus compressus,7,0,NA,NA,NA
3892,2012,,"331,12",NA,NA,NA,Clidemia hirta,143,1,NA,NA,NA
3893,2012,,"331,12",NA,NA,NA,Hevea brasiliensis,10,0,NA,NA,NA
3894,2012,,"331,12",NA,NA,NA,Melastoma malabathricum,6,0,NA,NA,NA
3895,2012,,"331,12",NA,NA,NA,Centotheca lappacea,90,0,NA,NA,NA
3896,2012,,"331,12",NA,NA,NA,Imperata cylindrica,29,0,NA,NA,NA
3897,2012,,"331,12",NA,NA,NA,Christella parasitica,1,0,NA,NA,NA
3898,2012,,"331,12",NA,NA,NA,Macaranga gigantea,3,0,NA,NA,NA
3899,2012,,"331,12",NA,NA,NA,Breynia stipitata,7,0,NA,NA,NA
3900,2012,,"331,12",NA,NA,NA,Nephrolepis exaltata,8,0,NA,NA,NA
3901,2012,,"331,12",NA,NA,NA,Asystasia gangetica,1,1,NA,NA,NA
3902,2012,,"331,12",NA,NA,NA,Mussaenda frondosa,3,0,NA,NA,NA
3903,2012,,"331,12",NA,NA,NA,local name: Liba,15,0,NA,NA,NA
3904,2012,,"331,12",NA,NA,NA,local name: gear like,1,0,NA,NA,NA
3905,2012,,"331,12",NA,NA,NA,Endospermum diadenum,1,0,NA,NA,NA
3906,2012,,"331,12",NA,NA,NA,Trema cannabina,2,0,NA,NA,NA
3907,2012,,"331,12",NA,NA,NA,Vitex pubescens,1,0,NA,NA,NA
3908,2012,,"331,12",NA,NA,NA,Aporosa octandra,1,0,NA,NA,NA
3909,2012,,"331,12",NA,NA,NA,Piper aduncum,1,0,NA,NA,NA
3910,2012,,"331,12",NA,NA,NA,Clibadium surinamense,1,0,NA,NA,NA
3911,2012,,"331,13",NA,NA,NA,Panicum repens,12,0,NA,NA,NA
3912,2012,,"331,13",NA,NA,NA,Clidemia hirta,19,1,NA,NA,NA
3913,2012,,"331,13",NA,NA,NA,Asystasia gangetica,21,1,NA,NA,NA
3914,2012,,"331,13",NA,NA,NA,Centotheca lappacea,7,0,NA,NA,NA
3915,2012,,"331,13",NA,NA,NA,Manihot esculenta,1,0,NA,NA,NA
3916,2012,,"331,13",NA,NA,NA,Borreria latifolia,4,0,NA,NA,NA
3917,2012,,"331,13",NA,NA,NA,Macaranga gigantea,1,0,NA,NA,NA
