wave;hid;HHCode;pid;MatchingIssue;DataMissing;SpeciesName;Abundance;Invasive
2015;667;532,14;NA;NA;NA;Ottochlosa nodosa;4;0
2015;667;532,14;NA;NA;NA;Unident_39;3;0
2015;667;532,14;NA;NA;NA;Unident_40;3;0
2015;667;532,14;NA;NA;NA;Unident_41;5;0
2015;667;532,14;NA;NA;NA;Unident_42;2;0
2015;667;532,14;NA;NA;NA;Unident_43;1;0
2015;667;532,14;NA;NA;NA;Unident_44;1;0
2015;667;532,14;NA;NA;NA;Unident_45;10;0
2015;667;532,14;NA;NA;NA;Unident_46;4;0
2015;667;532,14;NA;NA;NA;Unident_47;1;0
2015;667;532,14;NA;NA;NA;Unident_48;1;0
2015;667;532,14;NA;NA;NA;Unident_49;3;0
2015;667;532,14;NA;NA;NA;Unident_50;1;0
2015;667;532,14;NA;NA;NA;Unident_51;1;0
2015;667;532,14;NA;NA;NA;Unident_52;3;0
2015;667;532,14;NA;NA;NA;Unident_53;4;0
2015;667;532,14;NA;NA;NA;Unident_54;2;0
2015;667;532,14;NA;NA;NA;Unident_55;7;0
2015;667;532,14;NA;NA;NA;Unident_56;1;0
2015;667;532,14;NA;NA;NA;Unident_57;1;0
2015;667;532,14;NA;NA;NA;Unident_58;1;0
2015;667;532,14;NA;NA;NA;Unident_59;1;0
2015;667;532,14;NA;NA;NA;Macaranga bancana;1;0
2015;664;532,1;NA;NA;NA;Scleria ciliaris;111;0
2015;664;532,1;NA;NA;NA;Panicum repens;219;0
2015;664;532,1;NA;NA;NA;Oxalis barrelieri;18;0
2015;664;532,1;NA;NA;NA;Selaginella intermedia;14;0
2015;664;532,1;NA;NA;NA;Lygodium flexuosum;1;0
2015;664;532,1;NA;NA;NA;Lygodium circinatum;1;0
2015;664;532,1;NA;NA;NA;Clidemia hirta;24;1
2015;664;532,1;NA;NA;NA;Melastoma malabathricum;5;0
2015;664;532,1;NA;NA;NA;Hevea brasiliensis;5;0
2015;664;532,1;NA;NA;NA;Unident_60;88;0
2015;664;532,1;NA;NA;NA;Unident_61;4;0
2015;664;532,1;NA;NA;NA;Unident_62;1;0
2015;664;532,1;NA;NA;NA;Unident_63;42;0
2015;664;532,1;NA;NA;NA;MS: Daun berbulu;5;0
2015;664;532,1;NA;NA;NA;Unident_65;2;0
2015;664;532,1;NA;NA;NA;Unident_66;1;0
2015;664;532,1;NA;NA;NA;Scleria sumatrensis;56;0
2015;664;532,1;NA;NA;NA;Unident_67;3;0
2015;664;532,1;NA;NA;NA;Unident_68;1;0
2015;664;532,1;NA;NA;NA;Unident_69;1;0
2015;664;532,1;NA;NA;NA;Unident_70;2;0
2015;664;532,1;NA;NA;NA;Croton hirtus;2;0
2015;664;532,1;NA;NA;NA;Unident_71;1;0
2015;664;532,1;NA;NA;NA;Alstonia scholaris;2;0
2015;658;532,05;NA;NA;NA;Stenochlaena palustris;36;0
2015;658;532,05;NA;NA;NA;Scleria sumatrensis;9;0
2015;658;532,05;NA;NA;NA;Clidemia hirta;10;1
2015;658;532,05;NA;NA;NA;Mangifera indica;1;0
2015;658;532,05;NA;NA;NA;Dicranopteris linearis;53;1
2015;658;532,05;NA;NA;NA;Melastoma malabathricum;1;0
2015;658;532,05;NA;NA;NA;MS: Batang garuh;1;0
2015;658;532,05;NA;NA;NA;Hevea brasiliensis;5;0
2015;658;532,05;NA;NA;NA;Unident_72;3;0
2015;658;532,05;NA;NA;NA;Ottochlosa nodosa;17;0
2015;658;532,05;NA;NA;NA;MS: Rumput Coklat;4;0
2015;658;532,05;NA;NA;NA;Unident_73;1;0
2015;658;532,05;NA;NA;NA;Unident_74;1;0
2015;658;532,05;NA;NA;NA;Unident_75;1;0
2015;658;532,05;NA;NA;NA;Unident_76;2;0
2015;658;532,05;NA;NA;NA;Unident_77;3;0
2015;658;532,05;NA;NA;NA;Unident_78;1;0
2015;658;532,05;NA;NA;NA;Unident_79;1;0
2015;658;532,05;NA;NA;NA;Unident_80;1;0
2015;658;532,05;NA;NA;NA;Unident_81;1;0
2015;658;532,05;NA;NA;NA;LN: Kemiri hutan;3;0
2015;658;532,05;NA;NA;NA;Macaranga gigantea;1;0
2015;658;532,05;NA;NA;NA;Unident_82;1;0
2015;658;532,05;NA;NA;NA;Macaranga bancana;1;0
2015;658;532,05;NA;NA;NA;Imperata cylindrica;1;0
2015;658;532,05;NA;NA;NA;Unident_83;1;0
2015;656;532,03;NA;NA;NA;Clidemia hirta;120;1
2015;656;532,03;NA;NA;NA;Unident_84;10;0
2015;656;532,03;NA;NA;NA;MS: Daun plastic;48;0
2015;656;532,03;NA;NA;NA;Melastoma malabathricum;12;0
2015;656;532,03;NA;NA;NA;MS: Mirip amplas;32;0
2015;656;532,03;NA;NA;NA;Stenochlaena palustris;8;0
2015;656;532,03;NA;NA;NA;Scleria sumatrensis;16;0
2015;656;532,03;NA;NA;NA;Scleria ciliaris;1;0
2015;656;532,03;NA;NA;NA;LN: Kaca Kacang;10;0
2015;656;532,03;NA;NA;NA;Hevea brasiliensis;3;0
2015;656;532,03;NA;NA;NA;Lindsaea ensifolia;3;0
2015;656;532,03;NA;NA;NA;Macaranga gangetica;2;0
2015;656;532,03;NA;NA;NA;Panicum repens;3;0
2015;656;532,03;NA;NA;NA;Unident_85;18;0
2015;656;532,03;NA;NA;NA;LN: Salung;1;0
2015;656;532,03;NA;NA;NA;LN: Pakai sepasang;2;0
2015;656;532,03;NA;NA;NA;MS: Ngejalar bukan love ;1;0
2015;654;532,01;NA;NA;NA;Ottochlosa nodosa;651;0
2015;654;532,01;NA;NA;NA;Unident_86;24;0
2015;654;532,01;NA;NA;NA;Clidemia hirta;79;1
2015;654;532,01;NA;NA;NA;Adiantum latifolium;18;0
2015;654;532,01;NA;NA;NA;Unident_87;31;0
2015;654;532,01;NA;NA;NA;Unident_88;4;0
2015;654;532,01;NA;NA;NA;Selaginella intermedia;9;0
2015;654;532,01;NA;NA;NA;Lygodium circinatum;33;0
2015;654;532,01;NA;NA;NA;Hevea brasiliensis;3;0
2015;654;532,01;NA;NA;NA;Unident_89;26;0
2015;654;532,01;NA;NA;NA;Axonopus compressus;22;0
2015;654;532,01;NA;NA;NA;Melastoma malabathricum;6;0
2015;654;532,01;NA;NA;NA;Asystasia gangetica;37;1
2015;654;532,01;NA;NA;NA;Unident_90;19;0
2015;654;532,01;NA;NA;NA;Unident_91;2;0
2015;654;532,01;NA;NA;NA;Unident_92;345;0
2015;650;531,09;NA;NA;NA;Ottochlosa nodosa;23;0
2015;650;531,09;NA;NA;NA;MS: Daun plastic;13;0
2015;650;531,09;NA;NA;NA;Stenochlaena palustris;20;0
2015;650;531,09;NA;NA;NA;MS: Paku pasangan;7;0
2015;650;531,09;NA;NA;NA;Hevea brasiliensis;3;0
2015;650;531,09;NA;NA;NA;Unident_93;3;0
2015;650;531,09;NA;NA;NA;Unident_94;32;0
2015;650;531,09;NA;NA;NA;Clidemia hirta;6;1
2015;650;531,09;NA;NA;NA;Unident_95;4;0
2015;650;531,09;NA;NA;NA;MS: Mirip amplas;3;0
2015;650;531,09;NA;NA;NA;Unident_96;5;0
2015;650;531,09;NA;NA;NA;Unident_97;2;0
2015;650;531,09;NA;NA;NA;Unident_98;8;0
2015;650;531,09;NA;NA;NA;Unident_99;3;0
2015;650;531,09;NA;NA;NA;Unident_100;4;0
2015;650;531,09;NA;NA;NA;Unident_101;2;0
2015;650;531,09;NA;NA;NA;Unident_102;1;0
2015;650;531,09;NA;NA;NA;LN: Anting;1;0
2015;650;531,09;NA;NA;NA;MS: Paku bintang;2;0
2015;650;531,09;NA;NA;NA;MS: Mirip cabe;2;0
2015;650;531,09;NA;NA;NA;LN: Salung;2;0
2015;649;531,08;NA;NA;NA;Clidemia hirta;158;1
2015;649;531,08;NA;NA;NA;MS: Rumput Coklat;6;0
2015;649;531,08;NA;NA;NA;Ottochlosa nodosa;169;0
2015;649;531,08;NA;NA;NA;Asystasia gangetica;88;1
2015;649;531,08;NA;NA;NA;Hevea brasiliensis;8;0
2015;649;531,08;NA;NA;NA;Stachytarpheta indica;1;0
2015;649;531,08;NA;NA;NA;Scleria ciliaris;23;0
2015;649;531,08;NA;NA;NA;Scleria sumatrensis;19;0
2015;649;531,08;NA;NA;NA;Paspalum conjugatum;2;0
2015;649;531,08;NA;NA;NA;Unident_103;19;0
2015;649;531,08;NA;NA;NA;Unident_104;1;0
2015;649;531,08;NA;NA;NA;Unident_105;3;0
2015;649;531,08;NA;NA;NA;Unident_106;1;0
2015;649;531,08;NA;NA;NA;Unident_107;19;0
2015;649;531,08;NA;NA;NA;Unident_108;1;0
2015;649;531,08;NA;NA;NA;Unident_109;3;0
2015;649;531,08;NA;NA;NA;Unident_110;1;0
2015;649;531,08;NA;NA;NA;Unident_111;1;0
2015;649;531,08;NA;NA;NA;Unident_112;1;0
2015;649;531,08;NA;NA;NA;Unident_113;1;0
2015;649;531,08;NA;NA;NA;Unident_114;5;0
2015;649;531,08;NA;NA;NA;Unident_115;1;0
2015;649;531,08;NA;NA;NA;Unident_116;12;0
2015;649;531,08;NA;NA;NA;Unident_117;5;0
2015;649;531,08;NA;NA;NA;Borreria latifolia;3;0
2015;649;531,08;NA;NA;NA;Macaranga gigantea;1;0
2015;649;531,08;NA;NA;NA;Lindsaea ensifolia;1;0
2015;644_2;531,03;NA;NA;NA;Melastoma malabathricum;5;0
2015;644_2;531,03;NA;NA;NA;Clidemia hirta;26;1
2015;644_2;531,03;NA;NA;NA;Panicum repens;49;0
2015;644_2;531,03;NA;NA;NA;Asystasia gangetica;43;1
2015;644_2;531,03;NA;NA;NA;Scleria sumatrensis;8;0
2015;644_2;531,03;NA;NA;NA;Imperata cylindrica;31;0
2015;644_2;531,03;NA;NA;NA;MS: Rumput Coklat;22;0
2015;644_2;531,03;NA;NA;NA;Scleria ciliaris;19;0
2015;644_2;531,03;NA;NA;NA;Ottochlosa nodosa;174;0
2015;644_2;531,03;NA;NA;NA;Macaranga bancana;1;0
2015;644_2;531,03;NA;NA;NA;Lygodium circinatum;4;0
2015;644_2;531,03;NA;NA;NA;Lindsaea ensifolia;1;0
2015;644_2;531,03;NA;NA;NA;Unident_118;16;0
2015;644_2;531,03;NA;NA;NA;Hevea brasiliensis;5;0
2015;644_2;531,03;NA;NA;NA;Unident_119;1;0
2015;644_2;531,03;NA;NA;NA;Unident_120;1;0
2015;644_2;531,03;NA;NA;NA;Unident_121;2;0
2015;644_2;531,03;NA;NA;NA;Unident_122;1;0
2015;644_2;531,03;NA;NA;NA;Unident_123;1;0
2015;644_1;531,03;NA;NA;NA;Clidemia hirta;241;1
2015;644_1;531,03;NA;NA;NA;Hevea brasiliensis;175;0
2015;644_1;531,03;NA;NA;NA;Asystasia gangetica;39;1
2015;644_1;531,03;NA;NA;NA;Panicum repens;73;0
2015;644_1;531,03;NA;NA;NA;Macaranga bancana;1;0
2015;644_1;531,03;NA;NA;NA;Unident_124;54;0
2015;644_1;531,03;NA;NA;NA;Unident_125;66;0
2015;644_1;531,03;NA;NA;NA;Unident_126;1;0
2015;644_1;531,03;NA;NA;NA;Unident_127;2;0
2015;644_1;531,03;NA;NA;NA;Unident_128;2;0
2015;644_1;531,03;NA;NA;NA;Unident_129;1;0
2015;644_1;531,03;NA;NA;NA;Unident_130;1;0
2015;644_1;531,03;NA;NA;NA;Unident_131;1;0
2015;642;531,01;NA;NA;NA;Asystasia gangetica;NA;1
2015;642;531,01;NA;NA;NA;Scleria sumatrensis;NA;0
2015;642;531,01;NA;NA;NA;Panicum repens;NA;0
2015;642;531,01;NA;NA;NA;Ottochlosa nodosa;NA;0
2015;642;531,01;NA;NA;NA;Selaginella intermedia;NA;0
2015;642;531,01;NA;NA;NA;Unident_132;NA;0
2015;642;531,01;NA;NA;NA;Scleria ciliaris;NA;0
2015;642;531,01;NA;NA;NA;Paspalum conjugatum;NA;0
2015;642;531,01;NA;NA;NA;Hevea brasiliensis;NA;0
2015;642;531,01;NA;NA;NA;Clidemia hirta;NA;1
2015;642;531,01;NA;NA;NA;MS: Rumput Coklat;NA;0
2015;642;531,01;NA;NA;NA;Paspalum scrobiculatum;NA;0
2015;642;531,01;NA;NA;NA;Unident_133;NA;0
2015;642;531,01;NA;NA;NA;Unident_134;NA;0
2015;642;531,01;NA;NA;NA;Unident_135;NA;0
2015;642;531,01;NA;NA;NA;Unident_136;NA;0
2015;642;531,01;NA;NA;NA;Unident_137;NA;0
2015;642;531,01;NA;NA;NA;Unident_138;NA;0
2015;642;531,01;NA;NA;NA;Unident_139;NA;0
2015;642;531,01;NA;NA;NA;Unident_140;NA;0
2015;642;531,01;NA;NA;NA;Phylanthus urinaria;NA;0
2015;642;531,01;NA;NA;NA;Unident_141;NA;0
2015;642;531,01;NA;NA;NA;Unident_142;NA;0
2015;630;512,17;NA;NA;NA;Clidemia hirta;149;1
2015;630;512,17;NA;NA;NA;Hevea brasiliensis;21;0
2015;630;512,17;NA;NA;NA;Elaeis guineensis;1;0
2015;630;512,17;NA;NA;NA;Scleria sumatrensis;2;0
2015;630;512,17;NA;NA;NA;Lindsaea ensifolia;29;0
2015;630;512,17;NA;NA;NA;Lygodium microphyllum;2;0
2015;630;512,17;NA;NA;NA;Paspalum conjugatum;68;0
2015;630;512,17;NA;NA;NA;Asystasia gangetica;11;1
2015;630;512,17;NA;NA;NA;Archidedron pavriflorum;1;0
2015;630;512,17;NA;NA;NA;Lygodium salicifolium;2;0
2015;630;512,17;NA;NA;NA;Lygodium circinatum;4;0
2015;630;512,17;NA;NA;NA;MS: Rumput Coklat;1;0
2015;630;512,17;NA;NA;NA;Lygodium flexuosum;3;0
2015;630;512,17;NA;NA;NA;Melastoma malabathricum;10;0
2015;629;512,16;NA;NA;NA;Clidemia hirta;414;1
2015;629;512,16;NA;NA;NA;Melastoma malabathricum;38;0
2015;629;512,16;NA;NA;NA;Alstonia scholaris;1;0
2015;629;512,16;NA;NA;NA;Hevea brasiliensis;7;0
2015;629;512,16;NA;NA;NA;Elaeis guineensis;1;0
2015;629;512,16;NA;NA;NA;Dicranopteris linearis;1;1
2015;629;512,16;NA;NA;NA;Asystasia gangetica;72;1
2015;629;512,16;NA;NA;NA;Lygodium circinatum;6;0
2015;629;512,16;NA;NA;NA;Scleria ciliaris;4;0
2015;629;512,16;NA;NA;NA;Macaranga bancana;1;0
2015;629;512,16;NA;NA;NA;Unident_125;135;0
2015;629;512,16;NA;NA;NA;Unident_143;3;0
2015;629;512,16;NA;NA;NA;Unident_144;46;0
2015;629;512,16;NA;NA;NA;Paspalum conjugatum;31;0
2015;629;512,16;NA;NA;NA;Cyperus rotundus;2;0
2015;629;512,16;NA;NA;NA;Unident_88;1;0
2015;627;521,14;NA;NA;NA;Panicum repens;760;0
2015;627;521,14;NA;NA;NA;Asystasia gangetica;107;1
2015;627;521,14;NA;NA;NA;MS: Rumput Coklat;58;0
2015;627;521,14;NA;NA;NA;Lygodium circinatum;47;0
2015;627;521,14;NA;NA;NA;Clidemia hirta;48;1
2015;627;521,14;NA;NA;NA;Ottochlosa nodosa;300;0
2015;627;521,14;NA;NA;NA;Paspalum conjugatum;26;0
2015;627;521,14;NA;NA;NA;Adiantum latifolium;68;0
2015;627;521,14;NA;NA;NA;Phyllanthus urinaria;1;0
2015;627;521,14;NA;NA;NA;Taenitis blechnoides;1;0
2015;627;521,14;NA;NA;NA;Unident_145;30;0
2015;619;512,05;1;NA;NA;Scleria sumatrensis;25;0
2015;619;512,05;1;NA;NA;Clidemia hirta;157;1
2015;619;512,05;1;NA;NA;Paspalum conjugatum;20;0
2015;619;512,05;1;NA;NA;Hevea brasiliensis;6;0
2015;619;512,05;1;NA;NA;Melastoma malabathricum;15;0
2015;619;512,05;1;NA;NA;Lygodium flexuosum;2;0
2015;619;512,05;1;NA;NA;Asystasia gangetica;20;1
2015;619;512,05;1;NA;NA;Taenitis blechnoides;14;0
2015;619;512,05;1;NA;NA;MS: Rumput Coklat;43;0
2015;619;512,05;1;NA;NA;Elaeis guineensis;1;0
2015;619;512,05;1;NA;NA;Scleria ciliaris;8;0
2015;619;512,05;1;NA;NA;Unident_146;1;0
2015;619;512,05;1;NA;NA;Unident_147;1;0
2015;615;512,01;NA;NA;NA;Asystasia gangetica;174;1
2015;615;512,01;NA;NA;NA;Hevea brasiliensis;1;0
2015;615;512,01;NA;NA;NA;Clidemia hirta;52;1
2015;615;512,01;NA;NA;NA;Elaeis guineensis;16;0
2015;615;512,01;NA;NA;NA;Panicum repens;255;0
2015;615;512,01;NA;NA;NA;MS: Rumput Coklat;182;0
2015;615;512,01;NA;NA;NA;Paspalum conjugatum;230;0
2015;615;512,01;NA;NA;NA;Melastoma malabathricum;39;0
2015;615;512,01;NA;NA;NA;Oxalis barrelieri;34;0
2015;615;512,01;NA;NA;NA;Lindsaea ensifolia;15;0
2015;615;512,01;NA;NA;NA;Lindernia diffusa;47;0
2015;615;512,01;NA;NA;NA;Unident_148;3;0
2015;615;512,01;NA;NA;NA;Unident_149;4;0
2015;615;512,01;NA;NA;NA;Unident_150;3;0
2015;615;512,01;NA;NA;NA;Unident_88;1;0
2015;698;542,09;NA;NA;NA;Scleria sumatrensis;16;0
2015;698;542,09;NA;NA;NA;Melastoma malabathricum;11;0
2015;698;542,09;NA;NA;NA;Clidemia hirta;43;1
2015;698;542,09;NA;NA;NA;Hevea brasiliensis;7;0
2015;698;542,09;NA;NA;NA;Unident_151;445;0
2015;698;542,09;NA;NA;NA;Unident_152;21;0
2015;698;542,09;NA;NA;NA;Unident_153;17;0
2015;698;542,09;NA;NA;NA;Dicranopteris linearis;13;1
2015;698;542,09;NA;NA;NA;LN: Merpoi;4;0
2015;698;542,09;NA;NA;NA;Ottochlosa nodosa;84;0
2015;698;542,09;NA;NA;NA;Macaranga bancana;39;0
2015;698;542,09;NA;NA;NA;Unident_63;24;0
2015;698;542,09;NA;NA;NA;MS: Paku Karat;9;0
2015;698;542,09;NA;NA;NA;Unident_154;1;0
2015;698;542,09;NA;NA;NA;Unident_155;1;0
2015;698;542,09;NA;NA;NA;Imperata cylindrica;5;0
2015;698;542,09;NA;NA;NA;Unident_156;1;0
2015;698;542,09;NA;NA;NA;MS: Rumput Coklat;27;0
2015;699;542,1;NA;NA;NA;Clidemia hirta;79;1
2015;699;542,1;NA;NA;NA;Melastoma malabathricum;4;0
2015;699;542,1;NA;NA;NA;Scleria sumatrensis;40;0
2015;699;542,1;NA;NA;NA;Panicum repens;116;0
2015;699;542,1;NA;NA;NA;Imperata cylindrica;5;0
2015;699;542,1;NA;NA;NA;Macaranga gigantea;4;0
2015;699;542,1;NA;NA;NA;Hevea brasiliensis;5;0
2015;699;542,1;NA;NA;NA;Scleria ciliaris;24;0
2015;699;542,1;NA;NA;NA;MS: Rumput Coklat;2;0
2015;699;542,1;NA;NA;NA;Unident_157;1;0
2015;699;542,1;NA;NA;NA;Unident_158;1;0
2015;699;542,1;NA;NA;NA;LN: Merpoi;12;0
2015;699;542,1;NA;NA;NA;Unident_159;4;0
2015;699;542,1;NA;NA;NA;Lindsaea ensifolia;1;0
2015;699;542,1;NA;NA;NA;Unident_160;1;0
2015;699;542,1;NA;NA;NA;Alstonia scholaris;3;0
2015;690;542,01;NA;NA;NA;Clidemia hirta;15;1
